Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Featherweight Bout,False,False, 1, KO/TKO, Knee to Head In Clinch, Herbert Burns, Nate Landwehr, Nate Landwehr, Herbert Burns,0,0,0,0,0,0,0,9,4,44,8,3,38.0,1,1,100.0,0,0,0,8,3,38.0,1,1,100.0,0,0,0,1,1,1,100,1,0,0,17,7,41,10,2,20.0,7,5,72.0,0,0,0,12,4,34.0,3,3,100.0,2,0,0.0
Welterweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Conor McGregor, Donald Cerrone, Donald Cerrone, Conor McGregor,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,19,73,25,19,76.0,1,0,0.0,0,0,0,7,3,43.0,3,3,100.0,16,13,82.0
Women's Bantamweight Bout,False,False, 3, Decision - Unanimous,, Holly Holm, Raquel Pennington, Raquel Pennington, Holly Holm,0,1,2,50,0,0,0,78,38,48,43,9,21.0,30,27,90.0,5,2,40.0,46,10,22.0,32,28,88.0,0,0,0,0,0,3,0,0,0,0,62,30,48,33,12,37.0,18,9,50.0,11,9,82.0,50,20,40.0,12,10,84.0,0,0,0
Heavyweight Bout,False,False, 2, Submission, Armbar From Mount, Aleksei Oleinik, Maurice Greene, Maurice Greene, Aleksei Oleinik,0,0,0,0,0,0,0,29,13,44,25,10,40.0,2,1,50.0,2,2,100.0,26,10,39.0,3,3,100.0,0,0,0,0,3,3,100,3,4,0,22,7,31,19,4,22.0,2,2,100.0,1,1,100.0,16,4,25.0,0,0,0,6,3,50.0
Bantamweight Bout,False,False, 1, Submission, Guillotine Choke On Ground, Brian Kelleher, Ode Osbourne, Ode Osbourne, Brian Kelleher,0,0,0,0,0,0,0,14,9,64,14,9,65.0,0,0,0,0,0,0,8,3,38.0,1,1,100.0,5,5,100.0,0,1,2,50,1,1,0,12,7,58,9,5,56.0,1,0,0.0,2,2,100.0,5,3,60.0,0,0,0,7,4,58.0
Lightweight Bout,False,False, 2, Submission, Rear Naked Choke, Anthony Pettis, Diego Ferreira, Anthony Pettis, Diego Ferreira,0,0,0,0,0,0,0,45,22,48,33,12,37.0,11,9,82.0,1,1,100.0,41,18,44.0,3,3,100.0,1,1,100.0,0,3,7,42,1,4,0,53,25,47,43,18,42.0,6,4,67.0,4,3,75.0,39,16,42.0,4,3,75.0,10,6,60.0
Women's Flyweight Bout,False,False, 3, Decision - Unanimous,, Roxanne Modafferi, Maycee Barber, Maycee Barber, Roxanne Modafferi,0,0,0,0,1,1,3,31,16,51,29,15,52.0,2,1,50.0,0,0,0,19,9,48.0,0,0,0,12,7,59.0,1,1,1,100,0,10,1,43,19,44,41,17,42.0,2,2,100.0,0,0,0,31,11,36.0,1,1,100.0,11,7,64.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Andre Fili, Sodiq Yusuff, Andre Fili, Sodiq Yusuff,0,3,7,42,0,0,0,145,49,33,129,36,28.0,12,10,84.0,4,3,75.0,140,46,33.0,4,3,75.0,1,0,0.0,0,0,0,0,1,5,1,155,73,47,131,54,42.0,15,10,67.0,9,9,100.0,120,50,42.0,5,3,60.0,30,20,67.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Tim Elliott, Askar Askarov, Tim Elliott, Askar Askarov,0,3,11,27,0,1,0,111,47,42,67,15,23.0,24,18,75.0,20,14,70.0,90,35,39.0,21,12,58.0,0,0,0,0,0,7,0,0,2,0,150,73,48,131,57,44.0,5,4,80.0,14,12,86.0,127,57,45.0,9,8,89.0,14,8,58.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Drew Dober, Nasrat Haqparast, Nasrat Haqparast, Drew Dober,0,0,0,0,0,0,0,11,7,63,7,3,43.0,2,2,100.0,2,2,100.0,11,7,64.0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,13,50,24,12,50.0,2,1,50.0,0,0,0,15,2,14.0,0,0,0,11,11,100.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Aleksa Camur, Justin Ledet, Justin Ledet, Aleksa Camur,0,0,0,0,0,0,0,131,44,33,117,34,30.0,14,10,72.0,0,0,0,123,38,31.0,8,6,75.0,0,0,0,0,1,2,50,0,0,0,165,80,48,104,40,39.0,34,24,71.0,27,16,60.0,141,62,44.0,23,17,74.0,1,1,100.0
Women's Flyweight Bout,False,False, 3, Decision - Split,, Sabina Mazo, JJ Aldrich, JJ Aldrich, Sabina Mazo,0,0,0,0,0,0,0,144,58,40,125,45,36.0,13,10,77.0,6,3,50.0,132,49,38.0,12,9,75.0,0,0,0,0,0,0,0,0,0,0,323,118,36,258,66,26.0,34,29,86.0,31,23,75.0,292,92,32.0,31,26,84.0,0,0,0
Featherweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Frankie Edgar, Chan Sung Jung, Frankie Edgar, Chan Sung Jung,0,0,2,0,0,0,0,14,9,64,11,6,55.0,1,1,100.0,2,2,100.0,14,9,65.0,0,0,0,0,0,0,1,0,0,0,0,1,0,60,46,76,60,46,77.0,0,0,0,0,0,0,18,8,45.0,0,0,0,42,38,91.0
Light Heavyweight Bout,False,False, 3, Decision - Split,, Volkan Oezdemir, Aleksandar Rakic, Aleksandar Rakic, Volkan Oezdemir,0,1,9,11,1,0,0,147,75,51,116,49,43.0,18,16,89.0,13,10,77.0,126,57,46.0,21,18,86.0,0,0,0,0,0,0,0,0,0,0,144,63,43,105,28,27.0,18,14,78.0,21,21,100.0,122,47,39.0,22,16,73.0,0,0,0
Featherweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Dooho Choi, Charles Jourdain, Dooho Choi, Charles Jourdain,1,0,0,0,0,0,0,94,42,44,80,30,38.0,11,9,82.0,3,3,100.0,80,36,45.0,8,3,38.0,6,3,50.0,2,0,0,0,0,0,0,129,64,49,84,38,46.0,37,23,63.0,8,3,38.0,115,52,46.0,4,4,100.0,10,8,80.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Da-Un Jung, Mike Rodriguez, Mike Rodriguez, Da-Un Jung,0,0,0,0,0,0,0,8,4,50,1,0,0.0,2,2,100.0,5,2,40.0,8,4,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,5,50,10,5,50.0,0,0,0,0,0,0,6,1,17.0,0,0,0,4,4,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Junyong Park, Marc-Andre Barriault, Marc-Andre Barriault, Junyong Park,0,0,2,0,0,0,0,160,51,31,119,22,19.0,11,8,73.0,30,21,70.0,155,49,32.0,5,2,40.0,0,0,0,0,5,10,50,0,0,0,187,77,41,166,59,36.0,15,12,80.0,6,6,100.0,174,69,40.0,13,8,62.0,0,0,0
Bantamweight Bout,False,False, 3, Decision - Split,, Kyung Ho Kang, Liu Pingyuan, Liu Pingyuan, Kyung Ho Kang,0,0,0,0,0,0,0,53,25,47,42,16,39.0,2,2,100.0,9,7,78.0,33,8,25.0,0,0,0,20,17,85.0,0,3,7,42,0,2,0,40,20,50,37,17,46.0,2,2,100.0,1,1,100.0,26,8,31.0,0,0,0,14,12,86.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Ciryl Gane, Tanner Boser, Tanner Boser, Ciryl Gane,0,0,0,0,0,0,0,104,32,30,83,13,16.0,6,5,84.0,15,14,94.0,104,32,31.0,0,0,0,0,0,0,0,0,1,0,0,0,0,160,65,40,125,36,29.0,27,22,82.0,8,7,88.0,151,57,38.0,9,8,89.0,0,0,0
Featherweight Bout,False,False, 3, Decision - Unanimous,, SeungWoo Choi, Suman Mokhtarian, Suman Mokhtarian, SeungWoo Choi,0,0,1,0,0,0,0,79,33,41,47,14,30.0,19,8,43.0,13,11,85.0,74,29,40.0,3,2,67.0,2,2,100.0,1,0,0,0,0,2,0,187,95,50,151,66,44.0,33,26,79.0,3,3,100.0,112,48,43.0,39,25,65.0,36,22,62.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Dong Hyun Ma, Omar Morales, Dong Hyun Ma, Omar Morales,0,0,0,0,0,0,0,56,15,26,43,6,14.0,5,2,40.0,8,7,88.0,56,15,27.0,0,0,0,0,0,0,1,1,1,100,0,3,0,89,32,35,78,22,29.0,10,9,90.0,1,1,100.0,69,20,29.0,0,0,0,20,12,60.0
Flyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Alexandre Pantoja, Matt Schnell, Matt Schnell, Alexandre Pantoja,0,0,1,0,0,0,0,52,20,38,43,16,38.0,6,2,34.0,3,2,67.0,50,18,36.0,0,0,0,2,2,100.0,1,1,1,100,0,1,0,62,34,54,60,32,54.0,0,0,0,2,2,100.0,54,27,50.0,0,0,0,8,7,88.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Raoni Barcelos, Said Nurmagomedov, Said Nurmagomedov, Raoni Barcelos,0,0,2,0,0,0,0,172,55,31,131,24,19.0,18,10,56.0,23,21,92.0,162,49,31.0,5,2,40.0,5,4,80.0,0,2,5,40,0,4,0,100,42,42,61,16,27.0,16,8,50.0,23,18,79.0,85,32,38.0,9,5,56.0,6,5,84.0
Women's Strawweight Bout,False,False, 1, Submission, Rear Naked Choke, Miranda Granger, Amanda Lemos, Miranda Granger, Amanda Lemos,0,0,0,0,0,0,0,8,4,50,3,1,34.0,0,0,0,5,3,60.0,8,4,50.0,0,0,0,0,0,0,0,1,1,100,1,1,0,12,8,66,9,6,67.0,1,0,0.0,2,2,100.0,5,3,60.0,0,0,0,7,5,72.0
Bantamweight Bout,False,False, 3, Decision - Split,, Heili Alateng, Ryan Benoit, Ryan Benoit, Heili Alateng,0,0,1,0,0,0,0,128,68,53,101,45,45.0,21,17,81.0,6,6,100.0,112,53,48.0,16,15,94.0,0,0,0,0,4,13,30,0,0,0,131,47,35,108,27,25.0,13,11,85.0,10,9,90.0,131,47,36.0,0,0,0,0,0,0
UFC Welterweight Title Bout,False,False, 5, KO/TKO, Punch to Head At Distance, Kamaru Usman, Colby Covington, Colby Covington, Kamaru Usman,0,0,0,0,0,0,0,395,143,36,341,103,31.0,39,28,72.0,15,12,80.0,395,143,37.0,0,0,0,0,0,0,2,0,0,0,0,0,0,360,175,48,279,116,42.0,74,53,72.0,7,6,86.0,340,156,46.0,5,5,100.0,15,14,94.0
UFC Featherweight Title Bout,False,False, 5, Decision - Unanimous,, Max Holloway, Alexander Volkanovski, Max Holloway, Alexander Volkanovski,0,0,0,0,0,0,0,303,134,44,233,85,37.0,44,32,73.0,26,17,66.0,301,132,44.0,2,2,100.0,0,0,0,0,0,4,0,0,0,0,303,157,51,178,67,38.0,32,15,47.0,93,75,81.0,302,156,52.0,1,1,100.0,0,0,0
UFC Women's Bantamweight Title Bout,False,False, 5, Decision - Unanimous,, Amanda Nunes, Germaine de Randamie, Germaine de Randamie, Amanda Nunes,0,0,0,0,1,0,0,73,40,54,48,19,40.0,15,11,74.0,10,10,100.0,42,19,46.0,13,12,93.0,18,9,50.0,0,8,11,72,2,5,0,184,79,42,162,63,39.0,6,4,67.0,16,12,75.0,46,15,33.0,3,2,67.0,135,62,46.0
Bantamweight Bout,False,False, 3, Decision - Split,, Marlon Moraes, Jose Aldo, Jose Aldo, Marlon Moraes,0,0,0,0,0,0,0,147,58,39,109,39,36.0,34,16,48.0,4,3,75.0,146,57,40.0,1,1,100.0,0,0,0,0,1,2,50,0,1,0,137,59,43,124,48,39.0,9,7,78.0,4,4,100.0,136,58,43.0,1,1,100.0,0,0,0
Bantamweight Bout,False,False, 3, KO/TKO, Kick to Head At Distance, Petr Yan, Urijah Faber, Urijah Faber, Petr Yan,0,0,3,0,0,0,0,76,18,23,64,14,22.0,9,2,23.0,3,2,67.0,71,15,22.0,5,3,60.0,0,0,0,3,2,2,100,0,1,0,108,54,50,90,40,45.0,14,11,79.0,4,3,75.0,73,26,36.0,17,14,83.0,18,14,78.0
Welterweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Geoff Neal, Mike Perry, Mike Perry, Geoff Neal,0,0,0,0,0,0,0,10,5,50,3,1,34.0,4,2,50.0,3,2,67.0,10,5,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,15,65,18,12,67.0,3,1,34.0,2,2,100.0,20,12,60.0,0,0,0,3,3,100.0
Women's Bantamweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Ketlen Vieira, Irene Aldana, Ketlen Vieira, Irene Aldana,0,0,0,0,0,0,0,76,20,26,75,19,26.0,1,1,100.0,0,0,0,76,20,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,26,36,52,13,25.0,13,7,54.0,6,6,100.0,69,24,35.0,0,0,0,2,2,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Ian Heinisch, Omari Akhmedov, Ian Heinisch, Omari Akhmedov,0,3,10,30,0,0,0,103,53,51,62,26,42.0,27,13,49.0,14,14,100.0,94,46,49.0,6,4,67.0,3,3,100.0,0,2,4,50,0,1,0,166,55,33,139,41,30.0,23,10,44.0,4,4,100.0,159,48,31.0,7,7,100.0,0,0,0
Welterweight Bout,False,False, 2, KO/TKO, Punches to Head From Guard, Matt Brown, Ben Saunders, Ben Saunders, Matt Brown,0,0,0,0,4,0,0,23,12,52,17,10,59.0,6,2,34.0,0,0,0,15,5,34.0,0,0,0,8,7,88.0,0,2,3,66,0,3,0,47,30,63,43,27,63.0,3,2,67.0,1,1,100.0,20,10,50.0,2,2,100.0,25,18,72.0
Featherweight Bout,False,False, 1, KO/TKO, Elbows to Head From Mount, Chase Hooper, Daniel Teymur, Daniel Teymur, Chase Hooper,0,0,0,0,1,0,0,6,2,33,6,2,34.0,0,0,0,0,0,0,4,2,50.0,0,0,0,2,0,0.0,0,1,3,33,2,2,0,36,20,55,32,17,54.0,3,2,67.0,1,1,100.0,4,3,75.0,1,1,100.0,31,16,52.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Brandon Moreno, Kai Kara-France, Kai Kara-France, Brandon Moreno,0,0,0,0,0,0,0,231,82,35,194,57,30.0,17,10,59.0,20,15,75.0,231,82,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,91,32,261,78,30.0,14,12,86.0,1,1,100.0,276,91,33.0,0,0,0,0,0,0
Women's Flyweight Bout,False,False, 3, Decision - Unanimous,, Jessica Eye, Viviane Araujo, Viviane Araujo, Jessica Eye,0,2,7,28,0,2,0,122,56,45,103,39,38.0,7,7,100.0,12,10,84.0,114,51,45.0,4,2,50.0,4,3,75.0,0,0,1,0,0,0,0,196,98,50,121,40,34.0,40,29,73.0,35,29,83.0,188,91,49.0,8,7,88.0,0,0,0
Middleweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Punahele Soriano, Oskar Piechota, Oskar Piechota, Punahele Soriano,0,0,0,0,0,0,1,17,8,47,11,4,37.0,4,3,75.0,2,1,50.0,12,3,25.0,4,4,100.0,1,1,100.0,2,1,1,100,0,2,0,44,26,59,37,20,55.0,7,6,86.0,0,0,0,19,10,53.0,3,2,67.0,22,14,64.0
Heavyweight Bout,False,False, 5, KO/TKO, Punch to Head At Distance, Alistair Overeem, Jairzinho Rozenstruik, Alistair Overeem, Jairzinho Rozenstruik,0,2,10,20,0,3,0,105,74,70,76,48,64.0,13,12,93.0,16,14,88.0,76,46,61.0,9,9,100.0,20,19,95.0,1,0,0,0,0,0,0,209,89,42,169,57,34.0,20,16,80.0,20,16,80.0,180,68,38.0,27,19,71.0,2,2,100.0
Women's Strawweight Bout,True,False, 3, Decision - Majority,, Marina Rodriguez, Cynthia Calvillo,,,0,0,0,0,0,0,0,140,56,40,110,30,28.0,20,18,90.0,10,8,80.0,117,39,34.0,23,17,74.0,0,0,0,0,3,4,75,0,7,0,130,78,60,90,51,57.0,26,17,66.0,14,10,72.0,72,30,42.0,2,2,100.0,56,46,83.0
Women's Strawweight Bout,True,False, 3, Decision - Majority,, Marina Rodriguez, Cynthia Calvillo,,,0,0,0,0,0,0,0,140,56,40,110,30,28.0,20,18,90.0,10,8,80.0,117,39,34.0,23,17,74.0,0,0,0,0,3,4,75,0,7,0,130,78,60,90,51,57.0,26,17,66.0,14,10,72.0,72,30,42.0,2,2,100.0,56,46,83.0
Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head In Clinch, Stefan Struve, Ben Rothwell, Stefan Struve, Ben Rothwell,0,0,1,0,0,0,0,77,53,68,39,18,47.0,22,20,91.0,16,15,94.0,70,46,66.0,7,7,100.0,0,0,0,1,0,1,0,0,0,0,101,58,57,83,41,50.0,13,13,100.0,5,4,80.0,66,33,50.0,29,20,69.0,6,5,84.0
Women's Bantamweight Bout,False,False, 3, KO/TKO, Punches to Head From Back Control, Aspen Ladd, Yana Kunitskaya, Yana Kunitskaya, Aspen Ladd,0,0,0,0,0,0,1,81,47,58,38,10,27.0,31,28,91.0,12,9,75.0,48,21,44.0,32,26,82.0,1,0,0.0,1,2,3,66,0,3,0,85,47,55,77,40,52.0,8,7,88.0,0,0,0,48,20,42.0,5,2,40.0,32,25,79.0
Bantamweight Bout,True,False, 3, Decision - Majority,, Cody Stamann, Song Yadong,,,0,5,12,41,0,6,0,67,41,61,57,34,60.0,8,5,63.0,2,2,100.0,47,23,49.0,0,0,0,20,18,90.0,0,0,0,0,0,0,1,105,30,28,94,21,23.0,3,2,67.0,8,7,88.0,99,27,28.0,2,1,50.0,4,2,50.0
Bantamweight Bout,True,False, 3, Decision - Majority,, Cody Stamann, Song Yadong,,,0,5,12,41,0,6,0,67,41,61,57,34,60.0,8,5,63.0,2,2,100.0,47,23,49.0,0,0,0,20,18,90.0,0,0,0,0,0,0,1,105,30,28,94,21,23.0,3,2,67.0,8,7,88.0,99,27,28.0,2,1,50.0,4,2,50.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Rob Font, Ricky Simon, Ricky Simon, Rob Font,0,6,16,37,0,3,0,154,59,38,136,45,34.0,13,10,77.0,5,4,80.0,141,46,33.0,11,11,100.0,2,2,100.0,0,1,1,100,0,0,0,202,90,44,188,78,42.0,12,10,84.0,2,2,100.0,192,84,44.0,10,6,60.0,0,0,0
Welterweight Bout,False,False, 1, Submission, Guillotine Choke On Ground, Thiago Alves, Tim Means, Thiago Alves, Tim Means,0,0,0,0,0,0,0,26,13,50,20,7,35.0,3,3,100.0,3,3,100.0,24,12,50.0,2,1,50.0,0,0,0,1,0,3,0,1,0,0,41,23,56,31,14,46.0,9,8,89.0,1,1,100.0,26,12,47.0,3,2,67.0,12,9,75.0
Featherweight Bout,False,False, 2, Submission, Triangle Choke From Back Control, Billy Quarantillo, Jacob Kilburn, Jacob Kilburn, Billy Quarantillo,0,0,0,0,0,0,0,6,3,50,2,0,0.0,4,3,75.0,0,0,0,5,2,40.0,1,1,100.0,0,0,0,0,1,1,100,5,9,0,86,74,86,74,63,86.0,10,9,90.0,2,2,100.0,2,2,100.0,4,4,100.0,80,68,85.0
Featherweight Bout,False,False, 1, Submission, Other From Back Control, Bryce Mitchell, Matt Sayles, Matt Sayles, Bryce Mitchell,0,0,0,0,0,0,0,4,2,50,3,2,67.0,1,0,0.0,0,0,0,2,0,0.0,0,0,0,2,2,100.0,0,1,1,100,1,5,0,7,6,85,6,5,84.0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,6,5,84.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Joe Solecki, Matt Wiman, Matt Wiman, Joe Solecki,0,0,0,0,0,0,1,22,10,45,19,7,37.0,1,1,100.0,2,2,100.0,15,3,20.0,1,1,100.0,6,6,100.0,0,4,5,80,0,6,0,70,56,80,63,50,80.0,5,4,80.0,2,2,100.0,8,7,88.0,1,1,100.0,61,48,79.0
Women's Strawweight Bout,False,False, 2, Submission, Rear Naked Choke, Virna Jandiroba, Mallory Martin, Mallory Martin, Virna Jandiroba,0,0,0,0,0,0,0,30,9,30,27,6,23.0,3,3,100.0,0,0,0,27,7,26.0,3,2,67.0,0,0,0,0,3,4,75,3,5,0,20,7,35,15,4,27.0,5,3,60.0,0,0,0,17,5,30.0,3,2,67.0,0,0,0
Middleweight Bout,False,False, 3, KO/TKO, Punch to Head At Distance, Makhmud Muradov, Trevor Smith, Trevor Smith, Makhmud Muradov,0,0,1,0,0,0,0,96,39,40,71,20,29.0,8,5,63.0,17,14,83.0,95,38,40.0,1,1,100.0,0,0,0,1,1,1,100,1,1,0,183,91,49,143,59,42.0,40,32,80.0,0,0,0,182,91,50.0,1,0,0.0,0,0,0
Light Heavyweight Bout,False,False, 5, Decision - Split,, Jan Blachowicz, Jacare Souza, Jacare Souza, Jan Blachowicz,0,0,5,0,0,0,0,48,20,41,28,8,29.0,10,3,30.0,10,9,90.0,45,18,40.0,3,2,67.0,0,0,0,0,0,0,0,0,0,0,170,71,41,121,38,32.0,20,13,65.0,29,20,69.0,154,59,39.0,16,12,75.0,0,0,0
Light Heavyweight Bout,True,False, 3, Decision - Split,, Mauricio Rua, Paul Craig,,,0,1,3,33,0,1,0,66,25,37,57,19,34.0,2,1,50.0,7,5,72.0,48,16,34.0,1,1,100.0,17,8,48.0,0,1,4,25,1,1,0,99,51,51,71,30,43.0,20,14,70.0,8,7,88.0,82,39,48.0,13,9,70.0,4,3,75.0
Light Heavyweight Bout,True,False, 3, Decision - Split,, Mauricio Rua, Paul Craig,,,0,1,3,33,0,1,0,66,25,37,57,19,34.0,2,1,50.0,7,5,72.0,48,16,34.0,1,1,100.0,17,8,48.0,0,1,4,25,1,1,0,99,51,51,71,30,43.0,20,14,70.0,8,7,88.0,82,39,48.0,13,9,70.0,4,3,75.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Charles Oliveira, Jared Gordon, Jared Gordon, Charles Oliveira,0,0,0,0,0,0,0,18,7,38,16,7,44.0,2,0,0.0,0,0,0,18,7,39.0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,62,9,5,56.0,3,1,34.0,4,4,100.0,14,8,58.0,0,0,0,2,2,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Antonio Arroyo, Andre Muniz, Antonio Arroyo, Andre Muniz,0,1,1,100,0,0,1,47,29,61,35,20,58.0,7,5,72.0,5,4,80.0,36,21,59.0,0,0,0,11,8,73.0,0,3,7,42,2,2,0,42,22,52,30,12,40.0,10,8,80.0,2,2,100.0,40,20,50.0,1,1,100.0,1,1,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Markus Perez, Wellington Turman, Markus Perez, Wellington Turman,0,0,1,0,0,0,0,96,49,51,72,33,46.0,21,13,62.0,3,3,100.0,67,26,39.0,26,21,81.0,3,2,67.0,0,2,9,22,0,1,0,120,48,40,103,35,34.0,12,8,67.0,5,5,100.0,91,23,26.0,21,19,91.0,8,6,75.0
Welterweight Bout,False,False, 3, KO/TKO, Punch to Head At Distance, Sergio Moraes, James Krause, Sergio Moraes, James Krause,0,1,4,25,0,1,0,99,41,41,91,36,40.0,6,3,50.0,2,2,100.0,99,41,42.0,0,0,0,0,0,0,3,0,0,0,0,1,1,174,102,58,148,79,54.0,10,7,70.0,16,16,100.0,166,97,59.0,0,0,0,8,5,63.0
Featherweight Bout,False,False, 1, Submission, Rear Naked Choke, Ricardo Ramos, Eduardo Garagorri, Eduardo Garagorri, Ricardo Ramos,0,0,0,0,0,0,0,16,6,37,11,3,28.0,4,3,75.0,1,0,0.0,16,6,38.0,0,0,0,0,0,0,0,2,3,66,1,1,0,34,10,29,23,3,14.0,4,3,75.0,7,4,58.0,33,9,28.0,0,0,0,1,1,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Francisco Trinaldo, Bobby Green, Bobby Green, Francisco Trinaldo,0,2,2,100,0,4,0,115,50,43,77,27,36.0,24,13,55.0,14,10,72.0,106,43,41.0,2,1,50.0,7,6,86.0,0,1,2,50,1,0,0,122,31,25,100,20,20.0,14,5,36.0,8,6,75.0,109,26,24.0,13,5,39.0,0,0,0
Welterweight Bout,False,False, 2, Submission, Triangle Choke From Bottom Guard, Warlley Alves, Randy Brown, Warlley Alves, Randy Brown,0,3,3,100,2,3,0,11,3,27,8,1,13.0,0,0,0,3,2,67.0,9,1,12.0,0,0,0,2,2,100.0,0,1,1,100,1,1,1,30,16,53,23,11,48.0,4,3,75.0,3,2,67.0,18,9,50.0,5,3,60.0,7,4,58.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Douglas Silva de Andrade, Renan Barao, Renan Barao, Douglas Silva de Andrade,0,2,9,22,0,1,0,158,58,36,115,31,27.0,25,14,57.0,18,13,73.0,147,49,34.0,8,7,88.0,3,2,67.0,0,0,0,0,0,0,0,163,74,45,127,51,41.0,27,15,56.0,9,8,89.0,156,68,44.0,4,4,100.0,3,2,67.0
Women's Flyweight Bout,False,False, 3, Decision - Unanimous,, Ariane Lipski, Isabela de Padua, Isabela de Padua, Ariane Lipski,0,2,3,66,1,0,0,42,15,35,42,15,36.0,0,0,0,0,0,0,26,6,24.0,0,0,0,16,9,57.0,1,0,0,0,1,2,1,63,31,49,58,27,47.0,4,4,100.0,1,0,0.0,45,18,40.0,0,0,0,18,13,73.0
Women's Bantamweight Bout,False,False, 3, Decision - Unanimous,, Vanessa Melo, Tracy Cortez, Vanessa Melo, Tracy Cortez,0,0,0,0,0,0,0,125,40,32,116,32,28.0,7,7,100.0,2,1,50.0,117,32,28.0,6,6,100.0,2,2,100.0,0,2,9,22,0,1,0,140,79,56,109,53,49.0,18,16,89.0,13,10,77.0,103,46,45.0,12,12,100.0,25,21,84.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Zabit Magomedsharipov, Calvin Kattar, Calvin Kattar, Zabit Magomedsharipov,0,0,0,0,0,0,0,213,80,37,184,61,34.0,21,11,53.0,8,8,100.0,204,71,35.0,0,0,0,9,9,100.0,0,1,4,25,0,0,0,250,96,38,181,46,26.0,33,14,43.0,36,36,100.0,249,95,39.0,0,0,0,1,1,100.0
